code,description,category
X672119,"ΣΦΙΓΚΤΗΡΕΚΤΟΜΗ, ΠΡΩΚΤΙΚΗ, ΔΙΑΧΩΡΙΣΜΟΣ ΤΟΥ ΣΦΙΓΚΤΗΡΑ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ)",Β
X672125,"ΤΟΜΗ ΘΡΟΜΒΩΜΕΝΗΣ ΑΙΜΟΡΡΟΪΔΑΣ, ΕΞΩΤΕΡΙΚΗ",Β
X672359,"ΕΚΤΟΜΗ ΡΑΓΑΔΑΣ, ΜΕ Ή ΧΩΡΙΣ ΣΦΙΓΚΤΗΡΟΤΟΜΗ",Β
X672379,"ΚΡΥΠΤΕΚΤΟΜΗ, ΜΙΑ",Β
X672381,"ΚΡΥΠΤΕΚΤΟΜΗ, ΠΟΛΛΑΠΛΕΣ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ)",Β
X672399,"ΘΗΛΩΜΑΤΕΚΤΟΜΗ Ή ΕΚΤΟΜΗ ΜΙΑΣ ΡΑΓΑΔΑΣ, ΠΡΩΚΤΟΣ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ)",Β
X672401,"ΑΙΜΟΡΡΟΪΔΕΚΤΟΜΗ, ΜΕ ΑΠΛΗ ΠΕΡΙΔΕΣΗ (Π.Χ. ΠΛΑΣΤΙΚΟΣ ΕΠΙΔΕΣΜΟΣ)",Β
X672419,ΕΚΤΟΜΗ ΕΞΩΤΕΡΙΚΩΝ ΥΠΕΡΤΡΟΦΙΚΩΝ ΑΙΜΟΡΡΟΪΔΩΝ ΚΑΙ/'Η ΠΟΛΛΑΠΛΩΝ ΘΗΛΩΜΑΤΩΝ,Β
X672459,"ΑΙΜΟΡΡΟΪΔΕΚΤΟΜΗ, ΕΞΩΤΕΡΙΚΗ, ΠΛΗΡΗΣ",Β
X672469,"ΑΙΜΟΡΡΟΪΔΕΚΤΟΜΗ, ΕΣΩΤΕΡΙΚΗ ΚΑΙ ΕΞΩΤΕΡΙΚΗ, ΑΠΛΗ.",Β
X672473,"ΑΙΜΟΡΡΟΪΔΕΚΤΟΜΗ, ΕΣΩΤΕΡΙΚΗ ΚΑΙ ΕΞΩΤΕΡΙΚΗ, ΑΠΛΗ. ΜΕ ΕΚΤΟΜΗ ΡΑΓΑΔΑΣ",Β
X672475,"ΑΙΜΟΡΡΟΪΔΕΚΤΟΜΗ, ΕΣΩΤΕΡΙΚΗ ΚΑΙ ΕΞΩΤΕΡΙΚΗ, ΑΠΛΗ. ΜΕ ΣΥΡΙΓΓΙΕΚΤΟΜΗ, ΜΕ Ή ΧΩΡΙΣ ΕΚΤΟΜΗ ΡΑΓΑΔΑΣ",Β
X672479,"ΑΙΜΟΡΡΟΪΔΕΚΤΟΜΗ, ΕΣΩΤΕΡΙΚΗ ΚΑΙ ΕΞΩΤΕΡΙΚΗ, ΣΥΝΘΕΤΗ Ή ΕΚΤΕΤΑΜΕΝΗ.",Β
X672481,"ΑΙΜΟΡΡΟΪΔΕΚΤΟΜΗ, ΕΣΩΤΕΡΙΚΗ ΚΑΙ ΕΞΩΤΕΡΙΚΗ, ΣΥΝΘΕΤΗ Ή ΕΚΤΕΤΑΜΕΝΗ. ΜΕ ΕΚΤΟΜΗ ΡΑΓΑΔΑΣ",Β
X672483,"ΑΙΜΟΡΡΟΪΔΕΚΤΟΜΗ, ΕΣΩΤΕΡΙΚΗ ΚΑΙ ΕΞΩΤΕΡΙΚΗ, ΣΥΝΘΕΤΗ Ή ΕΚΤΕΤΑΜΕΝΗ. ΜΕ ΣΥΡΙΓΓΙΕΚΤΟΜΗ, ΜΕ Ή ΧΩΡΙΣ ΕΚΤΟΜΗ ΡΑΓΑΔΑΣ",Β
X672499,ΧΕΙΡΟΥΡΓΙΚΗ ΘΕΡΑΠΕΙΑ ΣΥΡΙΓΓΙΟΥ ΠΡΩΚΤΟΥ (ΣΥΡΙΓΓΙΕΚΤΟΜΗ/ΣΥΡΙΓΓΙΟΤΟΜΗ) ΥΠΟΔΟΡΙΑ,Β
X672509,ΧΕΙΡΟΥΡΓΙΚΗ ΘΕΡΑΠΕΙΑ ΣΥΡΙΓΓΙΟΥ ΠΡΩΚΤΟΥ (ΣΥΡΙΓΓΙΕΚΤΟΜΗ/ΣΥΡΙΓΓΙΟΤΟΜΗ) ΥΠΟΜΥΪΚΗ,Β
X672519,"ΧΕΙΡΟΥΡΓΙΚΗ ΘΕΡΑΠΕΙΑ ΣΥΡΙΓΓΙΟΥ ΠΡΩΚΤΟΥ (ΣΥΡΙΓΓΙΕΚΤΟΜΗ/ΣΥΡΙΓΓΙΟΤΟΜΗ), ΣΥΝΘΕΤΗ Ή ΠΟΛΛΑΠΛΕΣ, ΜΕ Ή ΧΩΡΙΣ ΤΟΠΟΘΕΤΗΣΗ SETON",Β
X672529,"ΧΕΙΡΟΥΡΓΙΚΗ ΘΕΡΑΠΕΙΑ ΣΥΡΙΓΓΙΟΥ ΠΡΩΚΤΟΥ (ΣΥΡΙΓΓΙΕΚΤΟΜΗ/ΣΥΡΙΓΓΙΟΤΟΜΗ), ΔΕΥΤΕΡΟ ΣΤΑΔΙΟ",Β
X672535,ΣΥΓΚΛΕΙΣΗ ΠΡΩΚΤΙΚΟΥ ΣΥΡΙΓΓΙΟΥ ΜΕ ΚΡΗΜΝΟ,Β
X672599,ΕΚΠΥΡΗΝΩΣΗ Ή ΕΚΤΟΜΗ ΕΞΩΤΕΡΙΚΩΝ ΘΡΟΜΒΩΜΕΝΩΝ ΑΙΜΟΡΡΟΪΔΩΝ,Β
X672959,"ΕΓΧΥΣΗ ΣΚΛΗΡΥΝΤΙΚΟΥ ΔΙΑΛΥΜΑΤΟΣ, ΑΙΜΟΡΡΟΪΔΕΣ",Β
X672969,ΧΗΜΙΚΗ ΑΠΟΝΕΥΡΩΣΗ ΕΣΩ ΠΡΩΚΤΙΚΟΥ ΣΦΙΓΚΤΗΡΑ,Β
X673159,"ΠΡΩΚΤΟΣΚΟΠΗΣΗ, ΔΙΑΓΝΩΣΤΙΚΗ, ΜΕ Ή ΧΩΡΙΣ ΣΥΛΛΟΓΗ ΔΕΙΓΜΑΤΟΣ(ΩΝ) ΜΕ ΒΟΥΡΤΣΙΣΜΑ Ή ΕΚΠΛΥΣΗ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ)",Β
X673167,"ΠΡΩΚΤΟΣΚΟΠΗΣΗ, ΜΕ ΔΙΑΣΤΟΛΗ (Π.Χ. ΑΕΡΟΘΑΛΑΜΟ, ΟΔΗΓΟ ΣΥΡΜΑ, ΚΗΡΙΟ)",Β
X673171,"ΠΡΩΚΤΟΣΚΟΠΗΣΗ, ΜΕ ΒΙΟΨΙΑ, ΜΙΑ Ή ΠΟΛΛΑΠΛΕΣ",Β
X673175,"ΠΡΩΚΤΟΣΚΟΠΗΣΗ, ΜΕ ΑΦΑΙΡΕΣΗ ΞΕΝΟΥ ΣΩΜΑΤΟΣ",Β
X673179,"ΠΡΩΚΤΟΣΚΟΠΗΣΗ, ΜΕ ΑΦΑΙΡΕΣΗ ΟΓΚΟΥ, ΠΟΛΥΠΟΔΑ Ή ΑΛΛΗΣ ΜΟΝΗΡΟΥΣ ΒΛΑΒΗΣ ΜΕΣΩ ΚΑΥΤΩΝ ΛΑΒΙΔΩΝ ΒΙΟΨΙΑΣ (HOT BIOPSY) Ή ΔΙΠΟΛΙΚΟΥ ΚΑΥΤΗΡΑ",Β
X673181,"ΠΡΩΚΤΟΣΚΟΠΗΣΗ, ΜΕ ΑΦΑΙΡΕΣΗ ΟΓΚΟΥ, ΠΟΛΥΠΟΔΑ Ή ΑΛΛΗΣ ΜΟΝΗΡΟΥΣ ΒΛΑΒΗΣ ΜΕ ΤΕΧΝΙΚΗ ΒΡΟΧΟΥ",Β
X673183,"ΠΡΩΚΤΟΣΚΟΠΗΣΗ, ΜΕ ΑΦΑΙΡΕΣΗ ΠΟΛΛΑΠΛΩΝ ΟΓΚΩΝ, ΠΟΛΥΠΟΔΩΝ Ή ΑΛΛΩΝ ΒΛΑΒΩΝ ΜΕΣΩ ΚΑΥΤΩΝ ΛΑΒΙΔΩΝ ΒΙΟΨΙΑΣ (HOT BIOPSY), ΔΙΠΟΛΙΚΟΥ ΚΑΥΤΗΡΑ Ή ΤΕΧΝΙΚΗΣ ΒΡΟΧΟΥ",Β
X673187,"ΠΡΩΚΤΟΣΚΟΠΗΣΗ, ΜΕ ΕΛΕΓΧΟ ΑΙΜΟΡΡΑΓΙΑΣ (Π.Χ. ΕΓΧΥΣΗ, ΔΙΠΟΛΙΚΟΣ ΚΑΥΤΗΡΑΣ, ΜΟΝΟΠΟΛΙΚΟΣ ΚΑΥΤΗΡΑΣ, ΛΕΪΖΕΡ, ΘΕΡΜΙΚΟΣ ΚΑΘΕΤΗΡΑΣ, ΣΥΡΡΑΠΤΙΚΟ, ΣΥΣΚΕΥΗ ΠΗΞΗΣ ΠΛΑΣΜΑΤΟΣ)",Β
X673189,"ΠΡΩΚΤΟΣΚΟΠΗΣΗ. ΜΕ ΚΑΤΑΣΤΡΟΦΗ ΟΓΚΟΥ(ΩΝ), ΠΟΛΥΠΟΔΑ(ΩΝ), Ή ΑΛΛΗΣ(ΩΝ) ΒΛΑΒΗΣ(ΩΝ) ΜΗ ΥΠΟΚΕΙΜΕΝΗΣ(ΩΝ) ΣΕ ΑΦΑΙΡΕΣΗ ΜΕΣΩ ΚΑΥΤΩΝ ΛΑΒΙΔΩΝ ΒΙΟΨΙΑΣ (HOT BIOPSY), ΔΙΠΟΛΙΚΟΥ ΚΑΥΤΗΡΑ Ή ΤΕΧΝΙΚΗΣ ΒΡΟΧΟΥ",Β
X673359,"ΠΡΩΚΤΟΠΛΑΣΤΙΚΗ, ΠΛΑΣΤΙΚΗ ΕΓΧΕΙΡΗΣΗ ΓΙΑ ΣΤΕΝΩΣΗ, ΕΝΗΛΙΚΕΣ",Β
X673369,"ΠΡΩΚΤΟΠΛΑΣΤΙΚΗ, ΠΛΑΣΤΙΚΗ ΕΓΧΕΙΡΗΣΗ ΓΙΑ ΣΤΕΝΩΣΗ, ΒΡΕΦΗ",Β
X673371,ΑΠΟΚΑΤΑΣΤΑΣΗ ΠΡΩΚΤΙΚΟΥ ΣΥΡΙΓΓΙΟΥ ΜΕ ΚΟΛΛΑ ΙΝΩΔΟΥΣ,Β
X673379,"ΑΠΟΚΑΤΑΣΤΑΣΗ ΕΙΛΕΟΠΡΩΚΤΙΚΟΥ ΣΥΡΙΓΓΙΟΥ/ΚΟΛΠΟΥ, ΚΟΛΠΩΜΑΤΟΣ (Π.Χ. ΠΕΡΙΝΕΪΚΟΥ Ή ΚΟΛΠΙΚΟΥ), ΚΟΛΠΙΚΗ ΔΙΕΥΘΕΤΗΣΗ, ΔΙΑΠΕΡΙΝΕΪΚΗ ΠΡΟΣΠΕΛΑΣΗ",Β
X673383,"ΑΠΟΚΑΤΑΣΤΑΣΗ ΕΙΛΕΟΠΡΩΚΤΙΚΟΥ ΣΥΡΙΓΓΙΟΥ/ΚΟΛΠΟΥ ΚΟΛΠΩΜΑΤΟΣ (Π.Χ. ΠΕΡΙΝΕΪΚΟΥ Ή ΚΟΛΠΙΚΟΥ), ΚΟΛΠΙΚΗ ΔΙΕΥΘΕΤΗΣΗ, ΣΥΝΔΥΑΣΜΕΝΗ ΔΙΑΠΕΡΙΝΕΪΚΗ ΚΑΙ ΔΙΑΚΟΙΛΙΑΚΗ ΠΡΟΣΠΕΛΑΣΗ",Β
X673389,ΑΠΟΚΑΤΑΣΤΑΣΗ ΧΑΜΗΛΗΣ ΑΤΡΗΣΙΑΣ ΠΡΩΚΤΟΥ. ΜΕ ΠΡΩΚΤΟΠΕΡΙΝΕΪΚΟ ΣΥΡΙΓΓΙΟ (ΔΙΑΔΙΚΑΣΙΑ CUT-BACK),Β
X673391,ΑΠΟΚΑΤΑΣΤΑΣΗ ΧΑΜΗΛΗΣ ΑΤΡΗΣΙΑΣ ΠΡΩΚΤΟΥ. ΜΕ ΜΕΤΑΤΟΠΙΣΗ ΠΡΩΚΤΟΠΕΡΙΝΕΪΚΟΥ Ή ΠΡΩΚΤΟΚΟΛΠΙΚΟΥ ΣΥΡΙΓΓΙΟΥ,Β
X673419,"ΑΠΟΚΑΤΑΣΤΑΣΗ ΥΨΗΛΗΣ ΑΤΡΗΣΙΑΣ ΠΡΩΚΤΟΥ ΧΩΡΙΣ ΣΥΡΙΓΓΙΟ, ΠΕΡΙΝΕΪΚΗ Ή ΙΕΡΟΠΕΡΙΝΕΪΚΗ ΠΡΟΣΠΕΛΑΣΗ",Β
X673429,"ΑΠΟΚΑΤΑΣΤΑΣΗ ΥΨΗΛΗΣ ΑΤΡΗΣΙΑΣ ΠΡΩΚΤΟΥ ΧΩΡΙΣ ΣΥΡΙΓΓΙΟ, ΣΥΝΔΥΑΣΜΕΝΗ ΔΙΑΚΟΙΛΙΑΚΗ ΚΑΙ ΙΕΡΟΠΕΡΙΝΕΪΚΗ ΠΡΟΣΠΕΛΑΣΗ",Β
X673439,"ΑΠΟΚΑΤΑΣΤΑΣΗ ΥΨΗΛΗΣ ΑΤΡΗΣΙΑΣ ΠΡΩΚΤΟΥ ΜΕ ΟΡΘΟΟΥΡΗΘΡΙΚΟ Ή ΟΡΘΟΚΟΛΠΙΚΟ ΣΥΡΙΓΓΙΟ, ΠΕΡΙΝΕΪΚΗ Ή ΙΕΡΟΠΕΡΙΝΕΪΚΗ ΠΡΟΣΠΕΛΑΣΗ",Β
X673443,ΑΠΟΚΑΤΑΣΤΑΣΗ ΥΨΗΛΗΣ ΑΤΡΗΣΙΑΣ ΠΡΩΚΤΟΥ ΜΕ ΟΡΘΟΟΥΡΗΘΡΙΚΟ Ή ΟΡΘΟΚΟΛΠΙΚΟ ΣΥΡΙΓΓΙΟ. ΣΥΝΔΥΑΣΜΕΝΗ ΔΙΑΚΟΙΛΙΑΚΗ ΚΑΙ ΙΕΡΟΠΕΡΙΝΕΪΚΗ ΠΡΟΣΠΕΛΑΣΗ,Β
X673447,"ΑΠΟΚΑΤΑΣΤΑΣΗ ΑΝΩΜΑΛΙΑΣ ΚΛΟΑΚΗΣ ΜΕ ΠΡΩΚΤΟΡΘΟΚΟΛΠΙΚΗ ΠΛΑΣΤΙΚΗ ΚΑΙ ΟΥΡΗΘΡΟΠΛΑΣΤΙΚΗ, ΙΕΡΟΠΕΡΙΝΕΪΚΗ ΠΡΟΣΠΕΛΑΣΗ",Β
X673451,"ΑΠΟΚΑΤΑΣΤΑΣΗ ΑΝΩΜΑΛΙΑΣ ΚΛΟΑΚΗΣ ΜΕ ΠΡΩΚΤΟΡΘΟΚΟΛΠΙΚΗ ΠΛΑΣΤΙΚΗ ΚΑΙ ΟΥΡΗΘΡΟΠΛΑΣΤΙΚΗ, ΣΥΝΔΥΑΣΜΕΝΗ ΚΟΙΛΙΑΚΗ ΚΑΙ ΙΕΡΟΠΕΡΙΝΕΪΚΗ ΠΡΟΣΠΕΛΑΣΗ",Β
X673455,"ΑΠΟΚΑΤΑΣΤΑΣΗ ΑΝΩΜΑΛΙΑΣ ΚΛΟΑΚΗΣ ΜΕ ΠΡΩΚΤΟΡΘΟΚΟΛΠΙΚΗ ΠΛΑΣΤΙΚΗ ΚΑΙ ΟΥΡΗΘΡΟΠΛΑΣΤΙΚΗ, ΣΥΝΔΥΑΣΜΕΝΗ ΚΟΙΛΙΑΚΗ ΚΑΙ ΙΕΡΟΠΕΡΙΝΕΪΚΗ ΠΡΟΣΠΕΛΑΣΗ, ΜΕ ΚΟΛΠΙΚΗ ΕΠΙΜΗΚΥΝΣΗ ΜΕ ΕΝΤΕΡΙΚΟ ΜΟΣΧΕΥΜΑ Ή ΜΙΣΧΩΤΟΥΣ ΚΡΗΜΟΥΣ",Β
X673459,"ΣΦΙΓΚΤΗΡΟΠΛΑΣΤΙΚΗ, ΠΡΩΚΤΙΚΗ, ΓΙΑ ΑΚΡΑΤΕΙΑ Ή ΠΡΟΠΤΩΣΗ, ΕΝΗΛΙΚΕΣ",Β
X673461,"ΣΦΙΓΚΤΗΡΟΠΛΑΣΤΙΚΗ, ΠΡΩΚΤΙΚΗ, ΓΙΑ ΑΚΡΑΤΕΙΑ Ή ΠΡΟΠΤΩΣΗ, ΠΑΙΔΙΑ",Β
X673465,ΜΟΣΧΕΥΜΑ (ΕΓΧΕΙΡΗΣΗ THIERSCH) ΓΙΑ ΟΡΘΙΚΗ ΑΚΡΑΤΕΙΑ ΚΑΙ/Ή ΠΡΟΠΤΩΣΗ,Β
X673467,"ΑΦΑΙΡΕΣΗ ΣΥΡΜΑΤΟΣ THIERSCH Ή ΡΑΜΜΑΤΟΣ, ΠΡΩΚΤΙΚΟ ΚΑΝΑΛΙ",Β
X673479,"ΣΦΙΓΚΤΗΡΟΠΛΑΣΤΙΚΗ, ΠΡΩΚΤΙΚΗ, ΓΙΑ ΑΚΡΑΤΕΙΑ, ΕΝΗΛΙΚΕΣ, ΜΕΤΑΜΟΣΧΕΥΣΗ ΜΥΩΝ",Β
X673481,"ΣΦΙΓΚΤΗΡΟΠΛΑΣΤΙΚΗ, ΠΡΩΚΤΙΚΗ, ΓΙΑ ΑΚΡΑΤΕΙΑ, ΕΝΗΛΙΚΕΣ, ΜΕ ΧΡΗΣΗ ΑΝΕΛΚΤΗΡΑ ΜΥΟΣ (ΟΠΙΣΘΙΑ ΑΠΟΚΑΤΑΣΤΑΣΗ ΠΡΩΚΤΟΥ PARK)",Β
X673483,"ΣΦΙΓΚΤΗΡΟΠΛΑΣΤΙΚΗ, ΠΡΩΚΤΙΚΗ, ΓΙΑ ΑΚΡΑΤΕΙΑ, ΕΝΗΛΙΚΕΣ, ΜΕΤΑΜΟΣΧΕΥΣΗ ΤΕΧΝΗΤΟΥ ΣΦΙΓΚΤΗΡΑ",Β
X673759,"ΚΑΤΑΣΤΡΟΦΗ ΒΛΑΒΗΣ(ΩΝ), ΠΡΩΚΤΟΣ (ΠΧ, ΚΟΝΔΥΛΩΜΑ, ΘΗΛΩΜΑ, ΜΟΛΥΣΜΑΤΙΚΗ ΤΕΡΜΙΝΘΟΣ) ΑΠΛΗ· ΧΗΜΙΚΗ",Β
X673779,"ΚΑΤΑΣΤΡΟΦΗ ΒΛΑΒΗΣ(ΩΝ), ΠΡΩΚΤΟΣ (ΠΧ, ΚΟΝΔΥΛΩΜΑ, ΘΗΛΩΜΑ, ΜΟΛΥΣΜΑΤΙΚΗ ΤΕΡΜΙΝΘΟΣ) ΑΠΛΗ· ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΧΡΗΣΗ ΗΛΕΚΤΡΙΚΟΥ ΡΕΥΜΑΤΟΣ, ΗΛΕΚΤΡΟΔΙΑΘΕΡΜΟΠΗΞΙΑ",Β
X673791,"ΚΑΤΑΣΤΡΟΦΗ ΒΛΑΒΗΣ(ΩΝ), ΠΡΩΚΤΟΣ (ΠΧ, ΚΟΝΔΥΛΩΜΑ, ΘΗΛΩΜΑ, ΜΟΛΥΣΜΑΤΙΚΗ ΤΕΡΜΙΝΘΟΣ) ΑΠΛΗ· ΚΡΥΟΧΕΙΡΟΥΡΓΙΚΗ",Β
X673793,"ΚΑΤΑΣΤΡΟΦΗ ΒΛΑΒΗΣ(ΩΝ), ΠΡΩΚΤΟΣ (ΠΧ, ΚΟΝΔΥΛΩΜΑ, ΘΗΛΩΜΑ, ΜΟΛΥΣΜΑΤΙΚΗ ΤΕΡΜΙΝΘΟΣ) ΑΠΛΗ· ΜΕ ΛΕΙΖΕΡ",Β
X673803,"ΚΑΤΑΣΤΡΟΦΗ ΒΛΑΒΗΣ(ΩΝ), ΠΡΩΚΤΟΣ (ΠΧ, ΚΟΝΔΥΛΩΜΑ, ΘΗΛΩΜΑ, ΜΟΛΥΣΜΑΤΙΚΗ ΤΕΡΜΙΝΘΟΣ) ΑΠΛΗ· ΧΕΙΡΟΥΡΓΙΚΗ ΕΚΤΟΜΗ",Β
X673807,"ΚΑΤΑΣΤΡΟΦΗ ΒΛΑΒΗΣ(ΩΝ), ΠΡΩΚΤΟΣ (ΠΧ, ΚΟΝΔΥΛΩΜΑ, ΘΗΛΩΜΑ, ΜΟΛΥΣΜΑΤΙΚΗ ΤΕΡΜΙΝΘΟΣ) ΕΚΤΕΤΑΜΕΝΗ (ΠΧ. ΧΕΙΡΟΥΡΓΙΚΗ ΜΕ ΛΕΙΖΕΡ ΗΛΕΚΤΡΟΧΕΙΡΟΥΡΓΙΚΗ, ΚΡΥΟΧΕΙΡΟΥΡΓΙΚΗ, ΧΗΜΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ)",Β
X673819,"ΚΑΤΑΣΤΡΟΦΗ ΕΣΩΤΕΡΙΚΩΝ ΑΙΜΟΡΡΟΪΔΩΝ ΜΕ ΘΕΡΜΙΚΗ ΕΝΕΡΓΕΙΑ (Π.Χ. ΠΗΞΗ ΜΕ ΧΡΗΣΗ ΥΠΕΡΥΘΡΩΝ, ΚΑΥΤΗΡΙΑΣΗ, ΡΑΔΙΟΣΥΧΝΟΤΗΤΑ)",Β
X673833,ΚΡΥΟΧΕΙΡΟΥΡΓΙΚΗ ΟΡΘΙΚΟΥ ΟΓΚΟΥ. ΚΑΛΟΗΘΟΥΣ,Β
X673835,ΚΡΥΟΧΕΙΡΟΥΡΓΙΚΗ ΟΡΘΙΚΟΥ ΟΓΚΟΥ. ΚΑΚΟΗΘΟΥΣ,Β
X673839,"ΑΠΟΞΕΣΗ Ή ΚΑΥΤΗΡΙΑΣΗ ΠΡΩΚΤΙΚΗΣ ΡΑΓΑΔΑΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΔΙΑΣΤΟΛΗ ΠΡΩΚΤΙΚΟΥ ΣΦΙΓΚΤΗΡΑ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ), ΑΡΧΙΚΗ",Β
X673843,"ΑΠΟΞΕΣΗ Ή ΚΑΥΤΗΡΙΑΣΗ ΠΡΩΚΤΙΚΗΣ ΡΑΓΑΔΑΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΔΙΑΣΤΟΛΗ ΠΡΩΚΤΙΚΟΥ ΣΦΙΓΚΤΗΡΑ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ), ΕΠΟΜΕΝΗ",Β
X673849,"ΑΠΟΛΙΝΩΣΗ ΕΣΩΤΕΡΙΚΩΝ ΑΙΜΟΡΡΟΪΔΩΝ, ΜΙΑ ΔΙΑΔΙΚΑΣΙΑ",Β
X673851,"ΑΠΟΛΙΝΩΣΗ ΕΣΩΤΕΡΙΚΩΝ ΑΙΜΟΡΡΟΪΔΩΝ, ΠΟΛΛΑΠΛΕΣ ΔΙΑΔΙΚΑΣΙΕΣ",Β
X673853,ΑΙΜΟΡΡΟΪΔΟΠΗΞΙΑ (Π.Χ. ΓΙΑ ΠΡΟΠΤΩΣΗ ΕΣΩΤΕΡΙΚΩΝ ΑΙΜΟΡΡΟΪΔΩΝ) ΜΕ ΣΥΡΡΑΦΗ,Β
X673957,"ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ, ΠΡΩΚΤΟΣ",Β
X673959,"ΒΙΟΨΙΑ ΗΠΑΤΟΣ, ΔΙΑΔΕΡΜΙΚΗ. ΒΕΛΟΝΗ",Β
X673961,"ΒΙΟΨΙΑ ΗΠΑΤΟΣ, ΒΕΛΟΝΗ, ΟΤΑΝ ΓΙΝΕΤΑΙ ΓΙΑ ΤΟΝ ΕΝΔΕΙΚΝΥΟΜΕΝΟ ΣΚΟΠΟ ΚΑΤΑ ΤΗ ΔΙΑΡΚΕΙΑ ΑΛΛΗΣ ΒΑΣΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΜΑΖΙ ΜΕ ΤΟΝ ΚΩΔΙΚΟ ΓΙΑ ΤΗ ΒΑΣΙΚΗ ΔΙΑΔΙΚΑΣΙΑ)",Β
X673979,"ΗΠΑΤΟΤΟΜΗ, ΓΙΑ ΑΝΟΙΧΤΗ ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ Ή ΚΥΣΤΗΣ, ΕΝΑ Ή ΔΥΟ ΣΤΑΔΙΑ",Β
X673981,"ΗΠΑΤΟΤΟΜΗ, ΓΙΑ ΔΙΑΔΕΡΜΙΚΗ ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ Ή ΚΥΣΤΗΣ, ΕΝΑ Ή ΔΥΟ ΣΤΑΔΙΑ",Β
X673989,"ΛΑΠΑΡΟΤΟΜΙΑ, ΜΕ ΑΝΑΡΡΟΦΗΣΗ ΚΑΙ/Ή ΕΓΧΥΣΗ ΟΥΣΙΑΣ ΕΠΙ ΗΠΑΤΙΚΗΣ ΠΑΡΑΣΙΤΙΚΗΣ (Π.Χ. ΑΜΟΙΒΑΔΙΚΗΣ Ή ΕΧΙΝΟΚΟΚΚΙΚΗΣ) ΚΥΣΤΗΣ Ή ΑΠΟΣΤΗΜΑΤΟΣ",Β
X674159,"ΒΙΟΨΙΑ ΗΠΑΤΟΣ, ΣΦΗΝΟΕΙΔΗΣ",Β
X674199,"ΗΠΑΤΕΚΤΟΜΗ, ΕΚΤΟΜΗ ΗΠΑΤΟΣ, ΜΕΡΙΚΗ ΛΟΒΕΚΤΟΜΗ",Β
X674203,"ΗΠΑΤΕΚΤΟΜΗ, ΕΚΤΟΜΗ ΗΠΑΤΟΣ, ΕΚΤΟΜΗ ΤΡΙΩΝ ΤΜΗΜΑΤΩΝ",Β
X674209,"ΗΠΑΤΕΚΤΟΜΗ, ΕΚΤΟΜΗ ΗΠΑΤΟΣ, ΟΛΙΚΗ ΑΡΙΣΤΕΡΗ ΛΟΒΕΚΤΟΜΗ",Β
X674219,"ΗΠΑΤΕΚΤΟΜΗ, ΕΚΤΟΜΗ ΗΠΑΤΟΣ, ΟΛΙΚΗ ΔΕΞΙΑ ΛΟΒΕΚΤΟΜΗ",Β
X674225,"ΗΠΑΤΕΚΤΟΜΗ ΔΟΤΗ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΚΡΥΟΣΥΝΤΗΡΗΣΗΣ), ΑΠΟ ΠΤΩΜΑΤΙΚΟ ΔΟΤΗ,",Β
X674229,"ΑΛΛΟΜΕΤΑΜΟΣΧΕΥΣΗ ΗΠΑΤΟΣ, ΟΡΘΟΤΟΠΙΚΗ, ΜΕΡΙΚΗ Ή ΟΛΙΚΗ, ΑΠΟ ΠΤΩΜΑΤΙΚΟ Ή ΖΩΝΤΑΝΟ ΔΟΤΗ, ΚΑΘΕ ΗΛΙΚΙΑ",Β
X674231,"ΑΛΛΟΜΕΤΑΜΟΣΧΕΥΣΗ ΗΠΑΤΟΣ, ΕΤΕΡΟΤΟΠΗ, ΜΕΡΙΚΗ Ή ΟΛΙΚΗ, ΑΠΟ ΠΤΩΜΑΤΙΚΟ Ή ΖΩΝΤΑΝΟ ΔΟΤΗ, ΟΠΟΙΑΣΔΗΠΟΤΕ ΗΛΙΚΙΑΣ",Β
